2026-06-15 09:59:01.560 -05:00 [INF] === Iniciando Mozo API === {"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 09:59:06.131 -05:00 [INF] ==> GET / | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ea9e7f82b4812f2a6dfbd7aeba1da3f4-eb0e16fd0a45880b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50D:00000001","RequestPath":"/","ConnectionId":"0HNMATQIFG50D","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.983 -05:00 [INF] <== OPTIONS /maestro/archivo/meta-data-byuk | Status: 204 | Duración: 57ms | Usuario: Anonymous | TraceId: 00-26f9147439523a56b24e59515033db29-09cd7c6a102beb9d-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000022B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.994 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-965fc928f33be46bfb056167a7529b1d-9bd8a43b6a46edba-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000022D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:43.005 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-b54cfc039cbd6cdd052d7873e951306d-641ff156db2c929b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000022F","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:43.018 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-eda5b01b3d6a974a4b09cb61e4254c25-ac89c3c25b71f107-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000231","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:43.029 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-86a4f93cec4c5cae29cacadf421f0fa8-3c242849ca5f870b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000233","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:43.040 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 46ms | Usuario: Anonymous | TraceId: 00-965fc928f33be46bfb056167a7529b1d-9bd8a43b6a46edba-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000022D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:43.053 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 47ms | Usuario: Anonymous | TraceId: 00-b54cfc039cbd6cdd052d7873e951306d-641ff156db2c929b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000022F","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:43.062 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 43ms | Usuario: Anonymous | TraceId: 00-eda5b01b3d6a974a4b09cb61e4254c25-ac89c3c25b71f107-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000231","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:43.068 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 38ms | Usuario: Anonymous | TraceId: 00-86a4f93cec4c5cae29cacadf421f0fa8-3c242849ca5f870b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000233","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.691 -05:00 [INF] ==> OPTIONS /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-3b6400ce3ce1b29221ff94b618c34db5-dbb9d15b6b449426-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000235","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.716 -05:00 [INF] <== OPTIONS /seguridad/empresa/byid | Status: 204 | Duración: 24ms | Usuario: Anonymous | TraceId: 00-3b6400ce3ce1b29221ff94b618c34db5-dbb9d15b6b449426-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000235","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.692 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-9bc22b085269a41570b34dea1c7186b3-8a24e63b3196fb41-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000237","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.692 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-3996d738143f03ebd1ca5ca1949367ba-4a95005055562d1f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000023B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.692 -05:00 [INF] ==> OPTIONS /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-8863dc9cc2fd206acffd934a89e79605-a7ebc877b126dd89-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000239","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.729 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-8bb8a64f999746a7a333ade6055914e8-93e816c58cb34eec-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000023D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.739 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo/select-unselect | Status: 204 | Duración: 47ms | Usuario: Anonymous | TraceId: 00-9bc22b085269a41570b34dea1c7186b3-8a24e63b3196fb41-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000237","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.750 -05:00 [INF] <== OPTIONS /maestro/archivo/meta-data-byuk | Status: 204 | Duración: 58ms | Usuario: Anonymous | TraceId: 00-3996d738143f03ebd1ca5ca1949367ba-4a95005055562d1f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000023B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.761 -05:00 [INF] <== OPTIONS /maestro/red-social | Status: 204 | Duración: 69ms | Usuario: Anonymous | TraceId: 00-8863dc9cc2fd206acffd934a89e79605-a7ebc877b126dd89-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000239","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.772 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 42ms | Usuario: Anonymous | TraceId: 00-8bb8a64f999746a7a333ade6055914e8-93e816c58cb34eec-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000023D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.783 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-5a34da5a1f0839708b95adbe625cfe01-eddd2a522fca6c9f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000023F","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.793 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-045294570aefcf0f3d3ff9470c57ae0d-b838b6906534703a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000241","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.804 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-32e6b0b5573244a6ccf94ee8c49eb53f-a7cff05148bdaec0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000243","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.830 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 47ms | Usuario: Anonymous | TraceId: 00-5a34da5a1f0839708b95adbe625cfe01-eddd2a522fca6c9f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000023F","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.848 -05:00 [WRN] <== GET /maestro/archivo/meta-data-byuk | Status: 404 | Duración: 55ms | Usuario: Anonymous | TraceId: 00-045294570aefcf0f3d3ff9470c57ae0d-b838b6906534703a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000241","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:46.853 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 48ms | Usuario: Anonymous | TraceId: 00-32e6b0b5573244a6ccf94ee8c49eb53f-a7cff05148bdaec0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000243","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.802 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-58591e0fb7d4af9666fd7866f17dd9b8-92633ad701987eed-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000247","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.802 -05:00 [INF] ==> OPTIONS /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-70742c8285433001fec680ed48d1b0d3-13bac074d1808864-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000245","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.803 -05:00 [INF] ==> OPTIONS /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-669865157177aef1a599a9d7a0d8da23-3c2dcc9ec02e2778-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000249","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.803 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-11a3bad53b2aa6aec78c134a30fd637d-5ce2dfd5c82aaeb1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000024B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.869 -05:00 [INF] <== OPTIONS /maestro/archivo/meta-data-byuk | Status: 204 | Duración: 66ms | Usuario: Anonymous | TraceId: 00-11a3bad53b2aa6aec78c134a30fd637d-5ce2dfd5c82aaeb1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000024B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.839 -05:00 [INF] <== OPTIONS /seguridad/empresa/byid | Status: 204 | Duración: 37ms | Usuario: Anonymous | TraceId: 00-70742c8285433001fec680ed48d1b0d3-13bac074d1808864-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000245","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.855 -05:00 [INF] <== OPTIONS /maestro/red-social | Status: 204 | Duración: 52ms | Usuario: Anonymous | TraceId: 00-669865157177aef1a599a9d7a0d8da23-3c2dcc9ec02e2778-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000249","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.818 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo/select-unselect | Status: 204 | Duración: 16ms | Usuario: Anonymous | TraceId: 00-58591e0fb7d4af9666fd7866f17dd9b8-92633ad701987eed-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000247","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.887 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-96bf660ed6ae59ef4d9ceca0897fdb8d-803b7b9a1ea87165-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000024D","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.897 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-563503cd3f71095c11fc4a5c10360eb8-5219f48f71583fa4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000024F","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.910 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-be00a97d33578175b5e3248ef2af8840-724e35efb164ef16-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000251","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.928 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-9231be69d4592ff8611a4e18a69f58be-173b3e8c123ba007-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000253","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.942 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 54ms | Usuario: Anonymous | TraceId: 00-96bf660ed6ae59ef4d9ceca0897fdb8d-803b7b9a1ea87165-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000024D","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.952 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 55ms | Usuario: Anonymous | TraceId: 00-563503cd3f71095c11fc4a5c10360eb8-5219f48f71583fa4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000024F","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.963 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 52ms | Usuario: Anonymous | TraceId: 00-be00a97d33578175b5e3248ef2af8840-724e35efb164ef16-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000251","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:57.976 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 47ms | Usuario: Anonymous | TraceId: 00-9231be69d4592ff8611a4e18a69f58be-173b3e8c123ba007-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000253","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:01:03.035 -05:00 [INF] ==> OPTIONS /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-d577fa693814477fc513d1206db3dd28-358a0cb28f1cfcae-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000255","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:01:03.035 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-2fec0c667ff79752a2e5c82814da9b83-f825872eefaef2c7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000257","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:01:03.036 -05:00 [INF] ==> OPTIONS /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-a309c84c426c4cd5b478eff4a68a7d57-664df818c268324a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000259","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:01:03.037 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-f413e37df87c08b3385e07d7406fb17d-a04d46d51c93f06a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000025B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
